0,1,2
Tonight+Alive,Sunday 17 January 2016,"
      Max Watt's - Melbourne, Melbourne, VIC, Australia
    "
Tonight+Alive,Friday 29 January 2016,"
      Metro Theatre, Sydney, NSW, Australia
    "
Tonight+Alive,Sunday 14 February 2016,"
      Melkweg, Amsterdam, Netherlands
    "
Tonight+Alive,Friday 10 November 2017,"
      Corner Hotel, Richmond, VIC, Australia
    "
Tonight+Alive,Thursday 21 January 2016,"
      The Triffid, Brisbane, QLD, Australia
    "
Tonight+Alive,Monday 12 November 2018,"
      O2 Institute2 Birmingham, Birmingham, UK
    "
Tonight+Alive,Saturday 20 February 2016,"
      Newcastle University, Newcastle Upon Tyne, UK
    "
Tonight+Alive,Thursday 15 November 2018,"
      O2 Institute2 Birmingham, Birmingham, UK
    "
Tonight+Alive,Wednesday 14 November 2018,"
      Club Academy, Manchester, UK
    "
Tonight+Alive,Tuesday 13 November 2018,"
      Club Academy, Manchester, UK
    "
Tonight+Alive,Tuesday 23 February 2016,"
      Pyramids Centre, Portsmouth, UK
    "
Tonight+Alive,Wednesday 03 February 2016,"
      Sala Apolo, Barcelona, Spain
    "
Tonight+Alive,Thursday 08 November 2018,"
      Òran Mór, Glasgow, UK
    "
Tonight+Alive,Friday 09 November 2018,"
      Northumbria Institute, Newcastle Upon Tyne, UK
    "
Tonight+Alive,Tuesday 02 February 2016,"
      Sala Cats, Madrid, Spain
    "
Tonight+Alive,Sunday 19 May 2013,"
      Ding Dong Lounge, Melbourne, VIC, Australia
    "
Tonight+Alive,Friday 11 May 2018,"
      Max Watt's - Melbourne, Melbourne, VIC, Australia
    "
Tonight+Alive,Thursday 07 February 2019,"
      Gramercy Theatre, New York (NYC), NY, US
    "
Tonight+Alive,Saturday 05 May 2018,"
      The Zoo, Fortitude Valley, QLD, Australia
    "
Tonight+Alive,Thursday 02 November 2017,"
      Oxford Art Factory, Darlinghurst, NSW, Australia
    "
Tonight+Alive,Saturday 12 May 2018,"
      Main Room, The Gov, Hindmarsh, SA, Australia
    "
Tonight+Alive,Wednesday 02 October 2013,"
      Glasgow Garage, Glasgow, UK
    "
Tonight+Alive,Thursday 10 May 2018,"
      Arrow on Swanston, Melbourne, VIC, Australia
    "
Tonight+Alive,Thursday 16 May 2013,"
      The Factory Theatre, Marrickville, NSW, Australia
    "
Tonight+Alive,Saturday 15 April 2017,"
      Alexandra Palace, London, UK
    "
Tonight+Alive,Tuesday 01 October 2013,"
      O2 Institute2 Birmingham, Birmingham, UK
    "
Tonight+Alive,Saturday 13 February 2016,"
      La Maroquinerie, Paris, France
    "
Tonight+Alive,Friday 05 February 2016,"
      Fabrique, Milan, Italy
    "
Tonight+Alive,Friday 11 October 2013,"
      The Cockpit, Leeds, UK
    "
Tonight+Alive,Friday 21 November 2014,"
      Stylus, Leeds University, Leeds, UK
    "
Tonight+Alive,Saturday 06 February 2016,"
      Dynamo, Zürich, Switzerland
    "
Tonight+Alive,Sunday 29 September 2013,"
      The Haunt, Brighton, UK
    "
Tonight+Alive,Thursday 03 October 2013,"
      Manchester Academy 3, Manchester, UK
    "
Tonight+Alive,Saturday 28 September 2013,"
      Dynamo, Eindhoven, Netherlands
    "
Tonight+Alive,Saturday 07 December 2013,"
      Flemington Racecourse, Melbourne, VIC, Australia
    "
Tonight+Alive,Wednesday 26 November 2014,"
      KOKO, London, UK
    "
Tonight+Alive,Thursday 08 March 2018,"
      KOKO, London, UK
    "
Tonight+Alive,Saturday 17 November 2018,"
      O2 Academy Islington, London, UK
    "
Tonight+Alive,Tuesday 19 August 2014,"
      O2 Academy 2 Oxford, Oxford, UK
    "
Tonight+Alive,Tuesday 25 November 2014,"
      KOKO, London, UK
    "
Tonight+Alive,Tuesday 04 November 2014,"
      El Corazon, Seattle, WA, US
    "
Tonight+Alive,Sunday 06 October 2013,"
      Oh Yeah Music Centre, Belfast, UK
    "
Tonight+Alive,Friday 15 May 2015,"
      Aragon Ballroom, Chicago, IL, US
    "
Tonight+Alive,Saturday 15 March 2014,"
      O2 Academy Brixton, London, UK
    "
Tonight+Alive,Tuesday 22 November 2016,"
      House of Blues - Dallas, Dallas, TX, US
    "
Tonight+Alive,Saturday 23 May 2015,"
      Pier 97 at Hudson River Park, New York (NYC), NY, US
    "
Tonight+Alive,Friday 02 February 2018,"
      Regent Theater, Los Angeles (LA), CA, US
    "
Tonight+Alive,Wednesday 22 April 2015,"
      1904 Music Hall, Jacksonville, FL, US
    "
Tonight+Alive,Saturday 08 March 2014,"
      O2 Academy Brixton, London, UK
    "
Tonight+Alive,Wednesday 06 May 2015,"
      Showbox SoDo, Seattle, WA, US
    "
Tonight+Alive,Wednesday 13 May 2015,"
      EXPRESS LIVE!, Columbus, OH, US
    "
Tonight+Alive,Monday 10 April 2017,"
      O2 Academy Birmingham, Birmingham, UK
    "
Tonight+Alive,Sunday 27 November 2016,"
      The Wiltern, Los Angeles (LA), CA, US
    "
Tonight+Alive,Monday 27 April 2015,"
      House of Blues - Houston, Houston, TX, US
    "
Tonight+Alive,Saturday 19 November 2016,"
      Hard Rock Live Orlando, Orlando, FL, US
    "
Tonight+Alive,Sunday 07 February 2016,"
      Strom, Munich, Germany
    "
Tonight+Alive,Sunday 27 January 2019,"
      The Abbey, Orlando, FL, US
    "
Tonight+Alive,Saturday 14 September 2013,"
      Astor Theatre, Perth, WA, Australia
    "
Tonight+Alive,Sunday 04 December 2016,"
      Ogden Theatre, Denver, CO, US
    "
Tonight+Alive,Tuesday 28 April 2015,"
      South Side Music Hall, Dallas, TX, US
    "
Tonight+Alive,Sunday 17 May 2015,"
      Compuware Arena, Plymouth, MI, US
    "
Tonight+Alive,Monday 04 May 2015,"
      San Jose Civic, San Jose, CA, US
    "
Tonight+Alive,Saturday 09 May 2015,"
      Fillmore Auditorium, Denver, CO, US
    "
Tonight+Alive,Sunday 03 May 2015,"
      Hollywood Palladium, Hollywood, CA, US
    "
Tonight+Alive,Sunday 04 November 2012,"
      The Guvernment, Toronto, ON, Canada
    "
Tonight+Alive,Sunday 20 November 2016,"
      Tabernacle, Atlanta, GA, US
    "
Tonight+Alive,Wednesday 28 February 2018,"
      Irving Plaza, New York (NYC), NY, US
    "
Tonight+Alive,Tuesday 05 November 2013,"
      The Loft., Lansing, MI, US
    "
Tonight+Alive,Friday 08 May 2015,"
      The Great Saltair, Magna, UT, US
    "
Tonight+Alive,Thursday 21 May 2015,"
      STAGE AE, Pittsburgh, PA, US
    "
Tonight+Alive,Monday 12 March 2018,"
      Stylus, Leeds, UK
    "
Tonight+Alive,Tuesday 19 February 2019,"
      El Corazon, Seattle, WA, US
    "
Tonight+Alive,Saturday 02 May 2015,"
      City National Grove of Anaheim, Anaheim, CA, US
    "
Tonight+Alive,Sunday 24 May 2015,"
      Pier Six Pavilion, Baltimore, MD, US
    "
Tonight+Alive,Friday 14 November 2014,"
      House of Blues - Orlando, Lake Buena Vista, FL, US
    "
Tonight+Alive,Thursday 11 February 2016,"
      Hafenklang, Hamburg, Germany
    "
Tonight+Alive,Friday 24 April 2015,"
      House of Blues - Orlando, Lake Buena Vista, FL, US
    "
Tonight+Alive,Monday 28 November 2016,"
      The Warfield, San Francisco, CA, US
    "
Tonight+Alive,Thursday 13 April 2017,"
      SEC Centre, Glasgow, UK
    "
Tonight+Alive,Thursday 09 November 2017,"
      Fowler's Live, Adelaide, SA, Australia
    "
Tonight+Alive,Sunday 10 May 2015,"
      Uptown Theater, Kansas City, MO, US
    "
Tonight+Alive,Friday 14 April 2017,"
      Motorpoint Arena Cardiff, Cardiff, UK
    "
Tonight+Alive,Sunday 18 March 2018,"
      Cassiopeia, Berlin, Germany
    "
Tonight+Alive,Saturday 24 February 2018,"
      Concord Music Hall, Chicago, IL, US
    "
Tonight+Alive,Monday 12 February 2018,"
      The Beacham, Orlando, FL, US
    "
Tonight+Alive,Tuesday 19 May 2015,"
      Marina Jeep Arena, Main Street Armory, Rochester, NY, US
    "
Tonight+Alive,Friday 14 October 2011,"
      The Hi-Fi, Melbourne, VIC, Australia
    "
Tonight+Alive,Thursday 03 May 2018,"
      The Basement, Belconnen, ACT, Australia
    "
Tonight+Alive,Friday 09 November 2012,"
      House of Blues - Chicago, Chicago, IL, US
    "
Tonight+Alive,Friday 22 May 2015,"
      Skyline Stage, Mann Center for the Performing Arts, Philadelphia, PA, US
    "
Tonight+Alive,Thursday 03 November 2016,"
      Concord Music Hall, Chicago, IL, US
    "
Tonight+Alive,Tuesday 21 April 2015,"
      The Fillmore, Charlotte, NC, US
    "
Tonight+Alive,Sunday 02 April 2017,"
      Manchester Academy, Manchester, UK
    "
Tonight+Alive,Tuesday 20 November 2018,"
      Dynamo, Eindhoven, Netherlands
    "
Tonight+Alive,Wednesday 15 April 2015,"
      Tsongas Center, UMass Lowell, Lowell, MA, US
    "
Tonight+Alive,Wednesday 16 November 2016,"
      Masonic Cleveland, Cleveland, OH, US
    "
Tonight+Alive,Thursday 27 March 2014,"
      Hollywood Palladium, Hollywood, CA, US
    "
Tonight+Alive,Sunday 13 November 2016,"
      The Fillmore Philadelphia, Philadelphia, PA, US
    "
Tonight+Alive,Friday 09 February 2018,"
      Gas Monkey Live, Dallas, TX, US
    "
Tonight+Alive,Friday 12 February 2016,"
      Luxor, Cologne, Germany
    "
Tonight+Alive,Friday 20 January 2012,"
      O2 Academy Birmingham, Birmingham, UK
    "
Tonight+Alive,Tuesday 28 May 2013,"
      Underworld, London, UK
    "
Tonight+Alive,Wednesday 31 January 2018,"
      Slim's, San Francisco, CA, US
    "
Tonight+Alive,Friday 22 February 2019,"
      Slim's, San Francisco, CA, US
    "
Tonight+Alive,Thursday 15 February 2018,"
      Heaven, The Masquerade, Atlanta, GA, US
    "
Tonight+Alive,Thursday 14 May 2015,"
      The Pageant, St Louis, MO, US
    "
Tonight+Alive,Saturday 08 November 2014,"
      Summit Music Hall, Denver, CO, US
    "
Tonight+Alive,Saturday 05 October 2013,"
      Academy 2, Dublin, Ireland
    "
Tonight+Alive,Tuesday 20 February 2018,"
      Baltimore's Sound Stage, Baltimore, MD, US
    "
Tonight+Alive,Tuesday 25 March 2014,"
      The Warfield, San Francisco, CA, US
    "
Tonight+Alive,Tuesday 08 November 2016,"
      House of Blues - Boston presented by Cricket Wireless, Boston, MA, US
    "
Tonight+Alive,Sunday 09 March 2014,"
      O2 Academy Birmingham, Birmingham, UK
    "
Tonight+Alive,Tuesday 06 March 2018,"
      O2 Ritz Manchester, Manchester, UK
    "
Tonight+Alive,Monday 01 December 2014,"
      Warehouse 34, Newcastle Upon Tyne, UK
    "
Tonight+Alive,Saturday 10 February 2018,"
      White Oak Music Hall, Houston, TX, US
    "
Tonight+Alive,Tuesday 15 April 2014,"
      PlayStation Theater, New York (NYC), NY, US
    "
Tonight+Alive,Friday 11 November 2016,"
      Baltimore Soundstage, Baltimore, MD, US
    "
Tonight+Alive,Sunday 27 April 2014,"
      House of Blues - Orlando, Lake Buena Vista, FL, US
    "
Tonight+Alive,Wednesday 19 March 2014,"
      Hollywood Palladium, Hollywood, CA, US
    "
Tonight+Alive,Thursday 01 February 2018,"
      House of Blues - Old Location, Anaheim, CA, US
    "
Tonight+Alive,Thursday 08 February 2018,"
      Alamo City Music Hall, San Antonio, TX, US
    "
Tonight+Alive,Friday 15 November 2013,"
      The Alley, Sparks, NV, US
    "
Tonight+Alive,Friday 23 February 2018,"
      The Crofoot Ballroom, Pontiac, MI, US
    "
Tonight+Alive,Saturday 12 November 2016,"
      The Paramount, Huntington, NY, US
    "
Tonight+Alive,Friday 24 October 2014,"
      Durty Nellie's, Palatine, IL, US
    "
Tonight+Alive,Tuesday 11 April 2017,"
      Solent Hall, BIC, Bournemouth, UK
    "
Tonight+Alive,Saturday 05 April 2014,"
      Concord Music Hall, Chicago, IL, US
    "
Tonight+Alive,Friday 02 November 2012,"
      Palladium, Worcester, MA, US
    "
Tonight+Alive,Saturday 18 April 2015,"
      The Ritz, Raleigh, NC, US
    "
Tonight+Alive,Thursday 01 November 2012,"
      PlayStation Theater, New York (NYC), NY, US
    "
Tonight+Alive,Tuesday 01 April 2014,"
      Ogden Theatre, Denver, CO, US
    "
Tonight+Alive,Wednesday 15 October 2014,"
      9:30 Club, Washington, DC, US
    "
Tonight+Alive,Tuesday 13 March 2018,"
      Motion, Bristol, UK
    "
Tonight+Alive,Saturday 02 February 2019,"
      Ottobar, Baltimore, MD, US
    "
Tonight+Alive,Friday 19 October 2012,"
      Warehouse Live, Houston, TX, US
    "
Tonight+Alive,Monday 04 February 2019,"
      The Foundry at the Fillmore, Philadelphia, PA, US
    "
Tonight+Alive,Thursday 17 November 2016,"
      The NorVa, Norfolk, VA, US
    "
Tonight+Alive,Thursday 23 April 2015,"
      Sunset Cove Amphitheater, Boca Raton, FL, US
    "
Tonight+Alive,Saturday 05 March 2016,"
      Irving Plaza, New York (NYC), NY, US
    "
Tonight+Alive,Wednesday 16 April 2014,"
      PlayStation Theater, New York (NYC), NY, US
    "
Tonight+Alive,Tuesday 22 January 2019,"
      Gas Monkey Bar N' Grill, Dallas, TX, US
    "
Tonight+Alive,Thursday 16 April 2015,"
      Sands Bethlehem Event Center, Bethlehem, PA, US
    "
Tonight+Alive,Wednesday 09 October 2013,"
      Electric Ballroom, London, UK
    "
Tonight+Alive,Tuesday 11 November 2014,"
      Zydeco, Birmingham, AL, US
    "
Tonight+Alive,Friday 17 April 2015,"
      The MAC at Monmouth University, West Long Branch, NJ, US
    "
Tonight+Alive,Friday 25 April 2014,"
      Freebird Cafe, Jacksonville, FL, US
    "
Tonight+Alive,Saturday 25 April 2015,"
      Heaven, The Masquerade, Atlanta, GA, US
    "
Tonight+Alive,Wednesday 12 November 2014,"
      Cannery Ballroom, Nashville, TN, US
    "
Tonight+Alive,Saturday 27 January 2018,"
      The Depot, Salt Lake City, UT, US
    "
Tonight+Alive,Sunday 06 April 2014,"
      The Fillmore, Detroit, MI, US
    "
Tonight+Alive,Wednesday 10 February 2016,"
      Musik & Frieden, Berlin, Germany
    "
Tonight+Alive,Thursday 01 March 2018,"
      Mr. Small's Theatre, Millvale, PA, US
    "
Tonight+Alive,Tuesday 14 October 2014,"
      Altar Bar, Pittsburgh, PA, US
    "
Tonight+Alive,Thursday 07 May 2015,"
      The Crux, Boise, ID, US
    "
Tonight+Alive,Friday 16 March 2018,"
      Melkweg OZ, Amsterdam, Netherlands
    "
Tonight+Alive,Monday 10 November 2014,"
      The Ready Room, St Louis, MO, US
    "
Tonight+Alive,Saturday 12 April 2014,"
      House of Blues - Boston presented by Cricket Wireless, Boston, MA, US
    "
Tonight+Alive,Sunday 06 November 2016,"
      The Fillmore, Detroit, MI, US
    "
Tonight+Alive,Friday 15 February 2013,"
      O2 Academy Brixton, London, UK
    "
Tonight+Alive,Tuesday 09 October 2012,"
      Camden Assembly, Camden, UK
    "
Tonight+Alive,Tuesday 04 October 2011,"
      Palace Theatre, Melbourne, VIC, Australia
    "
Tonight+Alive,Thursday 22 February 2018,"
      The Danforth Music Hall, Toronto, ON, Canada
    "
Tonight+Alive,Friday 10 February 2012,"
      The Borderline, London, UK
    "
Tonight+Alive,Monday 03 April 2017,"
      O2 Academy Newcastle, Newcastle Upon Tyne, UK
    "
Tonight+Alive,Saturday 12 March 2016,"
      The Beacham, Orlando, FL, US
    "
Tonight+Alive,Tuesday 15 March 2016,"
      Trees, Dallas, TX, US
    "
Tonight+Alive,Thursday 31 January 2019,"
      Hell, The Masquerade, Atlanta, GA, US
    "
Tonight+Alive,Sunday 19 October 2014,"
      Upstate Concert Hall, Clifton Park, NY, US
    "
Tonight+Alive,Thursday 24 April 2014,"
      Tabernacle, Atlanta, GA, US
    "
Tonight+Alive,Friday 26 January 2018,"
      Summit Music Hall, Denver, CO, US
    "
Tonight+Alive,Saturday 17 February 2018,"
      Canal Club, Richmond, VA, US
    "
Tonight+Alive,Sunday 17 February 2019,"
      The Complex, Salt Lake City, UT, US
    "
Tonight+Alive,Saturday 05 November 2016,"
      The Rave/Eagles Club, Milwaukee, WI, US
    "
Tonight+Alive,Friday 18 November 2016,"
      The Ritz, Raleigh, NC, US
    "
Tonight+Alive,Thursday 18 October 2012,"
      Backstage Live, San Antonio, TX, US
    "
Tonight+Alive,Friday 16 February 2018,"
      The Underground, Charlotte, NC, US
    "
Tonight+Alive,Friday 11 March 2016,"
      The Masquerade, Atlanta, GA, US
    "
Tonight+Alive,Wednesday 22 October 2014,"
      Phoenix Concert Theatre, Toronto, ON, Canada
    "
Tonight+Alive,Tuesday 23 October 2012,"
      The Plaza Live, Orlando, FL, US
    "
Tonight+Alive,Wednesday 17 October 2012,"
      The Door, Dallas, TX, US
    "
Tonight+Alive,Monday 21 April 2014,"
      PlayStation Theater, New York (NYC), NY, US
    "
Tonight+Alive,Sunday 30 November 2014,"
      O2 ABC Glasgow, Glasgow, UK
    "
Tonight+Alive,Monday 14 March 2016,"
      Walter's Downtown, Houston, TX, US
    "
Tonight+Alive,Monday 05 February 2018,"
      Marquee Theatre, Tempe, AZ, US
    "
Tonight+Alive,Tuesday 11 March 2014,"
      O2 Academy Glasgow, Glasgow, UK
    "
Tonight+Alive,Friday 07 April 2017,"
      The Dome, Doncaster, UK
    "
Tonight+Alive,Sunday 18 February 2018,"
      Union Transfer, Philadelphia, PA, US
    "
Tonight+Alive,Saturday 16 August 2014,"
      Melkweg OZ, Amsterdam, Netherlands
    "
Tonight+Alive,Saturday 26 March 2016,"
      In The Venue, Salt Lake City, UT, US
    "
Tonight+Alive,Tuesday 08 April 2014,"
      Kool Haus, Toronto, ON, Canada
    "
Tonight+Alive,Friday 01 February 2019,"
      Amos' Southend, Charlotte, NC, US
    "
Tonight+Alive,Sunday 11 March 2018,"
      Rock City, Nottingham, UK
    "
Tonight+Alive,Saturday 26 April 2014,"
      Revolution Live, Fort Lauderdale, FL, US
    "
Ansel+Elgort,Monday 21 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Tuesday 22 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Saturday 12 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Saturday 12 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Sunday 20 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Friday 18 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Sunday 13 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Monday 14 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Thursday 17 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Friday 11 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Wednesday 09 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Monday 05 May 2014,"
      Pajala Folkets Hus, Rovaniemi, Finland
    "
Ansel+Elgort,Tuesday 06 May 2014,"
      Pajala Folkets Hus, Rovaniemi, Finland
    "
Ansel+Elgort,Sunday 20 March 2016,"
      Biosalongen Folkets Hus, Haparanda, Sweden
    "
Ansel+Elgort,Monday 14 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Tuesday 15 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Wednesday 16 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Thursday 17 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Sunday 04 May 2014,"
      Pajala Folkets Hus, Rovaniemi, Finland
    "
Ansel+Elgort,Wednesday 09 March 2016,"
      Biosalongen Folkets Hus, Haparanda, Sweden
    "
Ansel+Elgort,Sunday 13 March 2016,"
      Biosalongen Folkets Hus, Haparanda, Sweden
    "
Ansel+Elgort,Saturday 19 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Thursday 10 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
Ansel+Elgort,Sunday 13 March 2016,"
      Saga Salong 1, Oskarshamn, Sweden
    "
